1	3	3
2	3	3
2	5	5
3	4	4
2	6	6
1	11	12
2	6	3
3	2	0
2	1	0
1	1	3
0	9	11
0	12	10
0	8	10
0	10	10
0	3	3
1	2	2
2	3	3
3	4	4
2	2	3
1	2	2
0	3	3
