0	3	3
0	3	3
1	5	5
1	4	4
1	6	6
1	11	12
2	6	3
2	2	0
3	1	0
2	1	3
2	9	11
3	12	10
2	8	10
1	10	10
0	3	3
0	2	2
0	3	3
0	4	4
0	2	3
0	2	2
0	3	3
